species,country_of_origin,variety,aroma,aftertaste,acidity,body,balance,sweetness,total_cup_points,moisture,altitude_mean_meters
Arabica,Brazil,Yellow Bourbon,7.5,7.58,7.5,7.58,7.58,10,82.75,0.11,905
Arabica,China,Catimor,7.67,7.33,7.33,7.67,7.67,10,82.75,0.1,1100
Arabica,China,Catimor,7.5,7.42,7.67,7.5,7.5,10,82.75,0.11,1500
Arabica,Colombia,Caturra,7.5,7.58,7.75,7.33,7.5,10,82.75,0,1775
Arabica,Malawi,Gesha,7.75,7.42,7.5,7.33,7.5,10,82.75,0.12,1442
Arabica,Guatemala,Pacas,7.75,7.25,7.75,7.5,7.67,10,82.75,0.13,1524
Arabica,Colombia,Typica,7.67,7.42,7.58,7.33,7.67,10,82.75,0.12,165
Arabica,United States (Hawaii),Hawaiian Kona,7.67,7.42,7.83,7.33,7.5,10,82.75,0.1,NA
Arabica,United States (Hawaii),Hawaiian Kona,7.58,7.75,7.75,7.42,8,10,82.75,0.1,NA
Arabica,Colombia,Caturra,7.58,7.17,7.33,7.25,8.58,10,82.75,0.1,1300
Arabica,Mexico,Typica,7.58,7.5,7.5,7.5,7.5,10,82.75,0.12,1550
Arabica,Mexico,Typica,7.58,7.33,7.75,7.25,7.58,10,82.75,0.12,1200
Arabica,Mexico,Typica,8.08,8,8,7.83,7.92,10,82.75,0.12,1200
Arabica,Colombia,Caturra,7.5,7.42,7.67,7.5,7.58,10,82.75,0,1625
Arabica,Colombia,Caturra,7.67,7.58,7.58,7.5,7.42,10,82.75,0.11,1775
Arabica,United States (Hawaii),Hawaiian Kona,7.25,7.5,7.83,7.67,7.67,10,82.75,0.12,NA
Arabica,Panama,Catuai,7.42,7.5,7.58,7.5,7.75,10,82.75,0,1100
Arabica,United States (Hawaii),,7.75,7.5,7.83,7.17,7.42,10,82.75,0,NA
Arabica,Brazil,Bourbon,7.5,7.25,7.75,7.58,7.5,10,82.67,0,890
Arabica,Brazil,Bourbon,7.5,7.5,7.67,7.5,7.42,10,82.67,0.11,934
Arabica,Laos,Catimor,7.67,7.42,7.42,7.42,7.5,10,82.67,0.13,1300
Arabica,El Salvador,Pacas,7.67,7.67,7.67,7.5,7.67,9.33,82.67,0,1200
Arabica,Mexico,,7.5,7.42,7.75,7.42,7.17,10,82.67,0.11,1300
Arabica,Colombia,,7.75,7.33,7.58,7.33,7.75,10,82.67,0,NA
Arabica,Brazil,Yellow Bourbon,7.58,7.42,7.67,7.5,7.5,10,82.67,0,1
Arabica,Brazil,Catuai,7.33,7.58,7.58,7.67,7.5,10,82.67,0.12,NA
Arabica,"Tanzania, United Republic Of",Other,7.5,7.5,7.5,7.5,7.58,10,82.67,0.12,1700
Arabica,"Tanzania, United Republic Of",Bourbon,7.58,7.5,7.58,7.33,7.58,10,82.67,0.12,1550
Arabica,Taiwan,Typica,8,7.83,7.42,7.25,7.25,10,82.67,0.08,1200
Arabica,Mexico,Typica,7.67,7.42,7.5,7.42,7.5,10,82.67,0.11,1296
Arabica,Uganda,SL14,7.67,7.33,7.67,7.5,7.5,10,82.67,0.12,1650
Arabica,Taiwan,Typica,7.67,7.5,7.5,7.5,7.5,10,82.67,0.11,1240
Arabica,Thailand,Caturra,7.42,7.5,7.67,7.58,7.5,10,82.67,0.11,1500
Arabica,Colombia,Caturra,7.75,7.67,7.25,7.58,7.42,10,82.67,0.11,1800
Arabica,El Salvador,Other,7.92,7.5,6.75,7.92,7.58,9.33,82.67,0,NA
Arabica,Guatemala,Caturra,7.67,7.17,7.67,7.5,7.5,10,82.67,0.11,1500
Arabica,Thailand,Other,7.83,7.83,7.33,7.58,7.83,9.33,82.67,0.12,NA
Arabica,Mexico,Other,7.58,7.42,7.58,7.42,7.5,10,82.67,0.11,1100
Arabica,Mexico,Typica,7.5,7.58,7.58,7.42,7.42,10,82.67,0.12,950
Arabica,Colombia,,7.33,7.42,7.42,7.67,7.67,10,82.67,0.11,3850
Arabica,United States (Hawaii),,7.83,7.5,7.67,7.5,7.58,9.33,82.67,0.03,NA
Arabica,Mexico,Blue Mountain,7.75,7.25,7.75,7.67,7.58,10,82.67,0,1400
Arabica,Colombia,,8.08,7.67,7.33,7.33,7.17,10,82.67,0.08,1800
Arabica,Colombia,,7.5,7.33,7.33,7.67,7.83,10,82.67,0.21,NA
Arabica,Guatemala,Bourbon,7.5,7.42,7.75,7.5,7.5,10,82.58,0.1,1219.2
Arabica,Taiwan,Typica,7.67,7.5,7.42,7.58,7.5,10,82.58,0.11,1050
Arabica,Brazil,,7.5,7.42,7.5,7.75,7.33,10,82.58,0.11,NA
Arabica,Taiwan,,7.25,7,7.08,7,7,10,82.58,0.11,200
Arabica,Brazil,,7.42,7.5,7.33,7.25,7.67,10,82.58,0,NA
Arabica,Indonesia,Typica,7.83,7.42,7.33,7.42,7.5,10,82.58,0.13,1250
Arabica,Thailand,,7.75,7.42,7.67,7.42,7.5,10,82.58,0.12,800
Arabica,Thailand,Caturra,7.42,7.58,7.42,7.58,7.5,10,82.58,0.12,1450
Arabica,"Tanzania, United Republic Of",Other,7.75,7.33,7.5,7.58,7.5,10,82.58,0.12,1317
Arabica,Uganda,SL14,7.83,7.42,7.58,7.42,7.42,10,82.58,0.12,1650
Arabica,Costa Rica,Catuai,7.67,7.5,7.67,7,7.75,10,82.58,0.11,1300
Arabica,Mexico,,7.58,7.42,7.75,7.67,7.67,10,82.58,0,NA
Arabica,Guatemala,,7.5,7.42,7.58,7.42,7.58,10,82.58,0,NA
Arabica,Colombia,Caturra,7.75,7.33,7.42,7.5,7.83,10,82.58,0.11,1750
Arabica,Colombia,Caturra,7.75,7.75,7.25,7.33,7.58,10,82.58,0.11,1750
Arabica,Colombia,Caturra,7.58,7.42,7.58,7.67,7.42,10,82.58,0.11,1750
Arabica,Mexico,Typica,7.5,7.5,7.5,7.42,7.5,10,82.58,0.1,1250
Arabica,Mexico,Typica,7.67,7.58,7.75,7.67,6.83,10,82.58,0.12,1150
Arabica,Colombia,Caturra,7.33,7.58,7.42,7.67,7.5,10,82.58,0.11,1775
Arabica,Brazil,Mundo Novo,7.58,7.33,7.75,7.5,7.5,10,82.58,0,975
Arabica,Brazil,Bourbon,7.5,7.5,7.5,7.58,7.5,10,82.5,0.11,890
Arabica,Indonesia,Other,7.83,7.25,7.5,7.42,7.33,10,82.5,0.11,1250
Arabica,Honduras,Caturra,7.58,7.33,7.5,7.5,7.5,10,82.5,0.1,1400
Arabica,Guatemala,Bourbon,7.5,7.33,7.5,7.67,7.5,10,82.5,0.1,1219.2
Arabica,Thailand,,7.5,7.5,7.75,7.33,7.42,10,82.5,0.12,800
Arabica,Thailand,Caturra,7.33,7.5,7.5,7.67,7.5,10,82.5,0.11,1450
Arabica,"Tanzania, United Republic Of",Other,7.67,7.33,7.58,7.5,7.5,10,82.5,0.12,1600
Arabica,"Tanzania, United Republic Of",Other,7.75,7.42,7.58,7.58,7.58,10,82.5,0.12,NA
Arabica,Mexico,Other,7.42,7.5,7.67,7.25,7.5,10,82.5,0,1600
Arabica,Brazil,Yellow Bourbon,7.42,7.67,7.33,7.42,7.67,10,82.5,0.11,1260
Arabica,Guatemala,Bourbon,7.83,7.33,7.67,7.42,7.5,10,82.5,0.12,1310.64
Arabica,Colombia,Caturra,7.5,7.42,7.42,7.58,7.58,10,82.5,0.11,1750
Arabica,Guatemala,Bourbon,7.83,7.17,7.33,7.5,7.67,10,82.5,0.11,1310.64
Arabica,Mexico,Typica,7.5,7.5,7.5,7.42,7.42,10,82.5,0.13,1679
Arabica,Mexico,Typica,7.67,7.33,7.67,7.5,7.33,10,82.5,0.12,1100
Arabica,Mexico,Typica,7.92,7.33,7.58,7.25,7.42,10,82.5,0.11,1650
Arabica,Guatemala,Caturra,7.67,7.33,7.33,7.5,7.83,10,82.5,0.11,NA
Arabica,Brazil,Bourbon,7.67,7.33,7.67,7.5,7.5,10,82.5,0,1250
Arabica,Colombia,Caturra,7.67,7.33,7.5,7.25,7.67,10,82.5,0.11,1775
Arabica,United States (Hawaii),Hawaiian Kona,7.33,7.33,7.75,7.42,7.67,10,82.5,0.12,NA
Arabica,Guatemala,,7.75,7.67,7.67,7.58,7.58,10,82.5,0.01,1600
Arabica,Honduras,Other,7.42,7.17,7.58,7.58,7.5,10,82.42,0.12,1500
Arabica,Guatemala,Bourbon,7.58,7.33,7.75,7.33,7.5,10,82.42,0.1,1700
Arabica,Guatemala,Bourbon,7.67,7.25,7.67,7.42,7.33,10,82.42,0.12,1700
Arabica,Guatemala,Bourbon,7.58,7.25,7.67,7.5,7.5,10,82.42,0.12,157.8864
Arabica,Guatemala,Caturra,7.5,7.08,7.75,7.67,7.5,10,82.42,0.11,NA
Arabica,Colombia,Caturra,5.08,7.83,7.75,7.83,8.08,10,82.42,0.11,1600
Arabica,China,Catimor,7.67,7.42,7.5,7.42,7.42,10,82.42,0.1,1600
Arabica,Brazil,,7.42,7.33,7.5,7.25,7.42,10,82.42,0.11,NA
Arabica,"Tanzania, United Republic Of",Ruiru 11,7.67,7.42,7.42,7.67,7.42,10,82.42,0.13,2285
Arabica,Brazil,Yellow Bourbon,7.17,7.33,7.5,7.75,7.42,10,82.42,0,1
Arabica,Guatemala,Caturra,7.5,7.5,7.67,7.42,7.5,10,82.42,0.1,1400
Arabica,Mexico,Typica,7.42,7.42,7.58,7.42,7.5,10,82.42,0.11,1296
Arabica,Brazil,Catuai,7.58,7.33,7.5,7.5,7.42,10,82.42,0.12,1000
Arabica,Peru,,7.58,7.58,7.75,7.5,7.58,10,82.42,0,NA
Arabica,Brazil,Yellow Bourbon,7.25,7.25,7.5,7.42,7.5,10,82.42,0,1260
Arabica,Mexico,Bourbon,7.5,7.5,7.92,7.42,7.67,10,82.42,0.12,1170
Arabica,Honduras,,7.25,7.42,7.17,7.75,7.5,10,82.42,0.09,NA
Arabica,Colombia,Caturra,7.67,7.33,7.5,7.58,7.5,10,82.42,0.11,1775
Arabica,Mexico,Typica,7.5,7.42,7.67,7.42,7.58,10,82.42,0.12,1560
Arabica,Mexico,Typica,7.42,7.5,7.42,7.58,7.5,10,82.42,0.13,1400
Arabica,Mexico,Typica,7.42,7.33,7.58,7.5,7.5,10,82.42,0.14,1300
Arabica,Mexico,Caturra,7.75,7.25,7.58,7.58,7.33,10,82.42,0.13,1170
Arabica,Mexico,Typica,7.5,7.33,7.5,7.5,7.5,10,82.42,0.11,1300
Arabica,Mexico,Pacamara,7.58,7.17,7.5,7.5,7.5,10,82.42,0.14,1350
Arabica,Mexico,Caturra,7.58,7.33,7.58,7.5,7.5,10,82.42,0.11,1150
Arabica,Mexico,Bourbon,7.67,7.33,7.42,7.58,7.33,10,82.42,0.13,1250
Arabica,Mexico,Typica,7.83,7.42,7.67,7.17,7.33,10,82.42,0.12,1450
Arabica,Colombia,Caturra,7.67,7.25,7.42,7.5,7.67,10,82.42,0,442
Arabica,Brazil,Arusha,7.75,7.42,7.42,7.5,7.42,10,82.42,0.11,NA
Arabica,Colombia,Caturra,7.33,7.17,7.58,7.42,7.58,10,82.42,0,1750
Arabica,Colombia,,7.58,7.42,7.25,7.58,7.83,10,82.42,0.02,1750
Arabica,Honduras,Caturra,7.5,7.33,7.5,7.42,7.42,10,82.33,0.1,1396
Arabica,Brazil,Catuai,7.33,7.5,7.33,7.5,7.5,10,82.33,0.11,982
Arabica,Brazil,,7.42,7.42,7.5,7.5,7.58,10,82.33,0.11,NA
Arabica,Brazil,Bourbon,7.5,7.42,7.5,7.42,7.5,10,82.33,0.11,934
Arabica,Costa Rica,Caturra,7.75,7.25,7.25,7.42,7.67,10,82.33,0.1,1850
Arabica,Costa Rica,Catuai,7.75,7.5,7.5,7.33,7.58,10,82.33,0,1550
Arabica,China,Catimor,7.5,7.42,7.5,7.42,7.42,10,82.33,0.12,1580
Arabica,Brazil,Bourbon,8.25,7.25,8.33,8.17,8.08,10,82.33,0.07,1268
Arabica,Brazil,Mundo Novo,7.42,7.5,7.42,7.5,7.58,10,82.33,0.11,NA
Arabica,Guatemala,Bourbon,7.5,7.17,7.83,7.5,7.5,10,82.33,0.1,1676.4
Arabica,Malawi,Gesha,7.33,7.42,7.58,7.33,7.5,10,82.33,0.12,1450
Arabica,Brazil,Bourbon,7.75,7.67,8.08,8.08,8,6.67,82.33,0.11,1100
Arabica,Guatemala,Pacas,7.58,7.5,7.58,7.75,7.5,10,82.33,0.12,1524
Arabica,Mexico,,7.33,7.42,7.5,7.5,7.5,10,82.33,0.11,NA
Arabica,Colombia,Caturra,7.42,7.5,7.17,7.08,8.33,10,82.33,0.1,1300
Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10,82.33,0.11,200
Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10,82.33,0.11,600
Arabica,Guatemala,Bourbon,7.5,7.58,7.5,7.5,7.58,10,82.33,0.12,1310.64
Arabica,Colombia,Caturra,7.5,7.5,7.5,7.5,7.58,10,82.33,0,1750
Arabica,Mexico,Typica,7.67,7.42,7.5,7.42,7.42,10,82.33,0.12,1300
Arabica,Costa Rica,,7.92,7.25,7.75,7.92,7.58,10,82.33,0,NA
Arabica,Guatemala,Bourbon,7.67,7.33,7.67,7.5,7.33,10,82.33,0.11,1752.6
Arabica,Mexico,Typica,7.58,7.58,7.33,7,7.58,10,82.33,0.15,441
Arabica,Mexico,Bourbon,7.67,7.5,7.58,7.5,7.5,10,82.33,0.13,1170
Arabica,Guatemala,Bourbon,7.5,7.33,7.5,7.33,7.5,10,82.33,0.1,1310.64
Arabica,Brazil,Mundo Novo,7.58,7.42,7.5,7.5,7.42,10,82.33,0.12,1100
Arabica,Mexico,Typica,8,7.33,7.33,7.08,7.67,10,82.33,0.11,1300
Arabica,Brazil,Mundo Novo,7.58,7.25,7.58,7.42,7.5,10,82.33,0.11,950
Arabica,Colombia,Caturra,7.83,7.33,7.25,7.58,7.42,10,82.33,0,442
Arabica,Brazil,Catuai,7.58,7.25,7.42,7.67,7.33,10,82.25,0.09,1100
Arabica,Taiwan,,7,7,7.17,7,7,10,82.25,0.1,NA
Arabica,Guatemala,Pacas,7.67,7.25,7.67,7.42,7.42,10,82.25,0.11,1450
Arabica,Brazil,Yellow Bourbon,7.42,7.5,7.08,7.5,7.42,10,82.25,0,1
Arabica,El Salvador,Bourbon,7.58,7.5,7.67,7.83,8.42,9.33,82.25,0.12,1500
Arabica,Honduras,Catuai,7.58,7.42,7.58,7.42,7.42,10,82.25,0.11,1350
Arabica,Malawi,Gesha,7.58,7.33,7.42,7.58,7.5,10,82.25,0.13,1180
Arabica,Brazil,Bourbon,7.75,7.42,7.42,7.33,7.33,10,82.25,0.11,1100
Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10,82.25,0.11,650
Arabica,Mexico,Mundo Novo,7.58,7.42,7.42,7.42,7.42,10,82.25,0.12,1338
Arabica,United States (Hawaii),Hawaiian Kona,7.33,7.5,7.67,7.5,7.42,10,82.25,0,NA
Arabica,Mexico,Bourbon,7.58,7.5,7.17,7.42,7.42,10,82.25,0.16,533
Arabica,Guatemala,Bourbon,7.5,7.33,7.58,7.67,7.33,10,82.25,0.11,1390.8024
Arabica,Mexico,Bourbon,7.5,7.42,7.67,7.33,7.42,10,82.25,0.13,1170
Arabica,Mexico,Typica,7.67,7.33,7.5,7.42,7.42,10,82.25,0.12,1250
Arabica,El Salvador,Other,7.75,7.33,7.5,7.5,7.5,10,82.25,0,NA
Arabica,Mexico,Typica,7.33,7.42,7.67,7.33,7.5,10,82.25,0.11,1100
Arabica,Mexico,Typica,7.42,7.42,7.58,7.42,7.5,10,82.25,0.1,900
Arabica,Colombia,Caturra,7.5,7.67,7.33,7.58,7.33,10,82.25,0.12,1750
Arabica,Colombia,Caturra,7.67,7.33,7.33,7.5,7.5,10,82.25,0.11,1775
Arabica,Brazil,Arusha,7.67,7.42,7,7.5,7.58,10,82.25,0.12,NA
Arabica,Colombia,,7.17,7.58,7.25,7.58,7.67,10,82.25,0.22,NA
Arabica,Brazil,Bourbon,7.42,7.5,7.42,7.42,7.5,10,82.17,0.11,934
Arabica,Honduras,Caturra,7.5,7.17,7.42,7.5,7.5,10,82.17,0.11,1500
Arabica,Nicaragua,,7.5,7.33,7.42,7.5,7.42,10,82.17,0.1,1000
Arabica,"Tanzania, United Republic Of",Bourbon,7.58,7.42,7.33,7.5,7.42,10,82.17,0.13,1650
Arabica,"Tanzania, United Republic Of",Other,7.42,7.42,7.5,7.5,7.33,10,82.17,0.12,1600
Arabica,Brazil,Yellow Bourbon,6.92,7.42,7.33,7.83,7.5,10,82.17,0,1
Arabica,Thailand,,7.42,7.17,7.75,7.25,7.67,10,82.17,0.12,800
Arabica,Honduras,Catuai,7.67,7.25,7.42,7.58,7.42,10,82.17,0.11,1350
Arabica,Guatemala,Bourbon,7.42,7.5,7.5,7.42,7.5,10,82.17,0.09,1500
Arabica,Brazil,Mundo Novo,7.58,7.42,7.25,7.5,7.42,10,82.17,0.12,NA
Arabica,"Tanzania, United Republic Of",Other,7.75,7.42,7.58,7.33,7.42,10,82.17,0.12,1700
Arabica,Mexico,Other,7.42,7.17,7.42,7.33,8.17,10,82.17,0.12,1100
Arabica,Mexico,Other,7.5,7.33,7.42,7.5,7.42,10,82.17,0.1,1400
Arabica,Taiwan,Typica,7.5,7.5,7.5,7.5,7.5,10,82.17,0.11,1200
Arabica,Taiwan,Typica,7.67,7.5,7.17,7.17,7.58,10,82.17,0,800
Arabica,Colombia,Caturra,7.33,7.25,7.58,7.75,7.5,10,82.17,0,1750
Arabica,Mexico,Typica,7.5,7,7.5,7.33,7.5,10,82.17,0.15,1144
Arabica,Guatemala,Caturra,7.25,7,7.75,8.17,7.75,9.33,82.17,0.12,1350
Arabica,Mexico,Typica,7.5,7.25,7.5,7.5,7.33,10,82.17,0.12,1000
Arabica,Mexico,Typica,7,7.5,7.5,7.42,7.5,10,82.17,0.1,1200
Arabica,Colombia,,7.58,7.42,7.17,7.17,7.75,10,82.17,0.08,1800
Arabica,Indonesia,Bourbon,7.5,7.42,7.42,7.5,7.42,10,82.08,0.15,1300
Arabica,Colombia,Caturra,7.75,7.42,7.67,7.83,7.58,10,82.08,0,NA
Arabica,Brazil,Bourbon,7.42,7.42,7.5,7.42,7.25,10,82.08,0.11,894
Arabica,Brazil,Yellow Bourbon,7.25,7.58,7.58,7.25,7.92,10,82.08,0,1
Arabica,Costa Rica,Caturra,7.75,7.42,7.25,7.17,7.42,10,82.08,0,1300
Arabica,"Tanzania, United Republic Of",Bourbon,7.42,7.42,7.42,7.5,7.58,10,82.08,0.12,1500
Arabica,"Tanzania, United Republic Of",Other,7.42,7.5,7.33,7.33,7.5,10,82.08,0.12,1600
Arabica,Colombia,,7.5,7.42,7.42,7.67,7.42,10,82.08,0.11,NA
Arabica,Costa Rica,Caturra,7.58,7.33,7.33,7.5,7.67,10,82.08,0.11,13
Arabica,United States (Hawaii),Hawaiian Kona,7.25,7.58,7.25,7.5,7.42,10,82.08,0.11,NA
Arabica,Mexico,Typica,7.42,7.5,7.33,7.42,7.42,10,82.08,0.13,1300
Arabica,Mexico,Typica,7.5,7.42,7.5,7.25,7.5,10,82.08,0.13,1800
Arabica,Mexico,Typica,7.67,7.25,7.58,7.42,7.33,10,82.08,0.11,1250
Arabica,Vietnam,Other,7.67,7.17,7.08,7.67,7.08,10,82.08,0.12,1040
Arabica,Mexico,Typica,7.58,7.25,7.75,7.33,7.42,10,82.08,0.11,1250
Arabica,United States (Hawaii),Hawaiian Kona,7.33,7.33,7.58,7.08,7.83,10,82.08,0.1,NA
Arabica,Colombia,,7.67,7.67,7.33,7.25,7.58,10,82.08,0.08,1600
Arabica,Honduras,Caturra,7.5,7.17,7.5,7.5,7.42,10,82,0.12,1600
Arabica,Honduras,Caturra,7.5,7.25,7.33,7.42,7.5,10,82,0.1,1600
Arabica,Brazil,Bourbon,7.5,7.42,7.5,7.33,7.42,10,82,0.11,944
Arabica,"Tanzania, United Republic Of",Other,7.67,7.33,7.42,7.42,7.42,10,82,0.13,1650
Arabica,Laos,Other,7.42,7.25,7.33,7.5,7.5,10,82,0.12,1250
Arabica,"Tanzania, United Republic Of",Other,7.42,7.33,7.58,7.33,7.42,10,82,0.12,1350
Arabica,Malawi,Gesha,7.5,7.33,7.58,7.33,7.5,10,82,0.13,2500
Arabica,Taiwan,Typica,7.33,7.17,7.42,7.5,7.33,10,82,0.09,600
Arabica,Thailand,,7.58,7.42,7.42,7.33,7.42,10,82,0.11,800
Arabica,Costa Rica,Catuai,7.5,7.33,7.33,7.75,7.5,10,82,0.1,1300
Arabica,Honduras,Caturra,7.33,7.33,7.5,7.5,7.83,10,82,0.11,1400
Arabica,Colombia,Caturra,7.33,7.58,7.5,7.5,7.58,10,82,0.11,1900
Arabica,Taiwan,Typica,7.42,7.33,7.42,8,7.5,10,82,0.12,650
Arabica,Brazil,Mundo Novo,7.33,7.42,7.17,7.33,7.42,10,82,0.11,1038.5
Arabica,Mexico,Typica,7.67,7.25,7.5,7.42,7.42,10,82,0.12,940
Arabica,Brazil,Mundo Novo,7.42,7.33,7.5,7.33,7.5,10,82,0.12,1000
Arabica,Brazil,Catuai,7.42,7.25,7.5,7.5,7.42,10,82,0.11,1050
Arabica,Guatemala,Bourbon,7.33,7.33,7.5,7.67,7.67,10,82,0.11,NA
Arabica,Brazil,Mundo Novo,7.58,7.17,7.5,7.5,7.42,10,82,0.12,950
Arabica,Guatemala,Bourbon,7.75,7.33,7.42,7.75,7.67,9.33,82,0,1402.08
Arabica,Colombia,Caturra,7.33,7.08,7.42,7.5,7.67,10,82,0.07,1775
Arabica,Guatemala,Bourbon,7.58,7.25,7.58,7.58,7.5,10,81.92,0.1,1901
Arabica,Guatemala,Bourbon,7.5,7.25,7.42,7.42,7.42,10,81.92,0.11,1219.2
Arabica,Honduras,Caturra,7.58,7.25,7.33,7.42,7.5,10,81.92,0.12,1400
Arabica,Brazil,Catuai,7.42,7.33,7.5,7.5,7.33,10,81.92,0.11,1020
Arabica,El Salvador,Bourbon,7.67,7.33,7.5,7.5,7.67,9.33,81.92,0.11,1250
Arabica,Guatemala,Catuai,7.58,7.17,7.83,7.17,7.33,10,81.92,0.11,1550
Arabica,"Tanzania, United Republic Of",Other,7.33,7.33,7.42,7.5,7.58,10,81.92,0.12,1877
Arabica,Nicaragua,,7.58,7.25,7.17,7.5,7.67,10,81.92,0.12,NA
Arabica,Zambia,SL28,7.67,7.42,7.33,7.75,7.42,10,81.92,0,1250
Arabica,Honduras,,7.42,7.33,7.58,7.33,7.5,10,81.92,0.11,NA
Arabica,Taiwan,Typica,7.5,7.42,7.25,7.5,7.5,10,81.92,0.11,1000
Arabica,Mexico,Bourbon,7.58,7.25,7.58,7.5,7.25,10,81.92,0.12,1300
Arabica,Mexico,Typica,7.5,7.25,7.25,7.5,7.5,10,81.92,0.13,981
Arabica,Mexico,Mundo Novo,7.5,7.25,7.5,7.33,7.33,10,81.92,0.14,690
Arabica,Mexico,Other,7.33,7.17,7.58,7.42,7.33,10,81.92,0.12,1650
Arabica,Mexico,Bourbon,7.67,7.33,7.83,7.5,7.5,10,81.92,0.12,1000
Arabica,Brazil,Mundo Novo,7.42,7.25,7.5,7.33,7.5,10,81.92,0.12,1100
Arabica,Colombia,,7.67,7.33,7.58,7.33,7.33,10,81.92,0.09,1600
Arabica,Guatemala,Bourbon,7.42,7.25,7.5,7.33,7.42,10,81.83,0.1,157.8864
Arabica,Costa Rica,Catuai,7.25,7.5,7.33,7.67,7.42,10,81.83,0,1900
Arabica,Brazil,Mundo Novo,7.42,7.42,7.5,7.42,7.25,10,81.83,0.11,973
Arabica,Indonesia,Other,7.75,7.58,7.75,7.92,7.83,10,81.83,0.11,1250
Arabica,Guatemala,Bourbon,7.58,7.33,7.42,7.58,7.25,10,81.83,0.1,3280
Arabica,Brazil,Yellow Bourbon,7.17,6.83,7.5,7.75,7.25,10,81.83,0,1
Arabica,Brazil,Yellow Bourbon,7.58,6.92,6.92,7.67,7.5,10,81.83,0,1
Arabica,Myanmar,Catuai,7.33,7.5,7.42,7.33,7.33,10,81.83,0,4001
Arabica,Mexico,Catuai,7.58,7.33,7.5,7.17,7.33,10,81.83,0.11,1425
Arabica,Honduras,Catuai,7.5,7.33,7.5,7.42,7.25,10,81.83,0.12,1400
Arabica,Costa Rica,Caturra,7.67,7.5,7.25,7.08,7.42,10,81.83,0.09,1300
Arabica,Taiwan,Typica,7.67,7.17,7.25,7.75,7.33,10,81.83,0,700
Arabica,Indonesia,Typica,7.42,7.42,7.33,7.42,7.42,10,81.83,0.11,1300
Arabica,Malawi,Gesha,7.58,7.33,7.33,7.33,7.42,10,81.83,0.13,1556
Arabica,Brazil,Bourbon,7.33,7.25,7.17,7.83,7.33,10,81.83,0.11,1100
Arabica,Honduras,Caturra,7.5,7.33,7.33,7.33,7.33,10,81.83,0.1,1350
Arabica,Mexico,Typica,7.42,7.25,7.5,7.33,7.42,10,81.83,0.11,1550
Arabica,Colombia,Caturra,7.5,7,7.42,7.5,7.58,10,81.83,0,1775
Arabica,United States (Hawaii),Hawaiian Kona,7.83,7.83,8,7.83,7.83,10,81.83,0,NA
Arabica,Brazil,Bourbon,7.75,7.5,7.42,7.83,7.75,9.33,81.83,0.12,1250
Arabica,Guatemala,Bourbon,7.83,7.33,7.33,7.67,7.83,9.33,81.83,0.11,1310.64
Arabica,Mexico,Bourbon,7.83,7.25,7.58,7.25,7.33,10,81.83,0.12,1500
Arabica,Mexico,Typica,7.33,7.25,7.5,7.5,7.5,10,81.83,0.12,1250
Arabica,Brazil,Mundo Novo,7.33,7.25,7.5,7.5,7.25,10,81.83,0.02,925
Arabica,Colombia,,7.58,7.17,7.58,7.33,7.33,10,81.83,0.05,1700
Arabica,United States (Hawaii),,7.25,7.83,7.67,7.75,7.75,10,81.83,0.02,NA
Arabica,Guatemala,Bourbon,7.5,7.25,7.42,7.42,7.33,10,81.75,0.11,1700
Arabica,Vietnam,Caturra,7,7.33,7.5,7.5,7.33,10,81.75,0.12,1040
Arabica,"Tanzania, United Republic Of",Other,7.42,7.42,7.42,7.33,7.33,10,81.75,0.12,1600
Arabica,Brazil,,7.17,7.17,7.25,7.42,8.25,10,81.75,0.1,NA
Arabica,Mexico,Bourbon,7.5,7.33,7.42,7.25,7.25,10,81.75,0.13,774
Arabica,Mexico,Mundo Novo,7.42,7.17,7.67,7.33,7.42,10,81.75,0.13,1250
Arabica,Mexico,Typica,7.42,7.33,7.58,7.33,7.33,10,81.75,0.11,1100
Arabica,Mexico,Caturra,7.33,7.33,7.67,7.42,7.25,10,81.75,0.12,1550
Arabica,Mexico,Typica,7.5,7.25,7.33,7.67,7.25,10,81.75,0.12,1650
Arabica,Colombia,Caturra,7.33,7.33,7.33,7.5,7.67,10,81.75,0,1750
Arabica,Colombia,,7.42,6.92,7.08,7.25,8,10,81.75,0.08,1775
Arabica,Brazil,Bourbon,7.42,7.25,7.5,7.5,7.25,10,81.67,0.11,890
Arabica,Guatemala,Bourbon,7.42,7.08,7.42,7.33,7.42,10,81.67,0.1,1700
Arabica,Guatemala,Bourbon,7.42,7.17,7.67,7.33,7.42,10,81.67,0.12,1219.2
Arabica,Honduras,Catuai,7.58,7.33,7.33,7.42,7.25,10,81.67,0.11,1450
Arabica,"Tanzania, United Republic Of",,7.17,7.33,7.42,7.5,7.33,10,81.67,0,1800
Arabica,Nicaragua,,7.58,7.25,7.25,7.5,7.25,10,81.67,0.1,NA
Arabica,Colombia,,7.75,7.75,7.67,5.25,7.83,10,81.67,0,NA
Arabica,Brazil,Yellow Bourbon,7.25,6.92,7.42,7.5,7.58,10,81.67,0,1
Arabica,"Tanzania, United Republic Of",Other,7.42,7.25,7.42,7.5,7.42,10,81.67,0.12,1500
