Member_Name,Date,Item
1708,28/12/2015,artificial sweetener
2707,07/03/2015,artificial sweetener
4808,26/07/2015,artificial sweetener
3432,25/02/2015,artificial sweetener
3724,11/12/2015,artificial sweetener
3339,13/04/2015,artificial sweetener
1565,12/12/2015,artificial sweetener
4934,17/03/2015,artificial sweetener
4641,06/07/2015,artificial sweetener
3881,07/04/2015,artificial sweetener
2319,10/05/2015,artificial sweetener
2586,26/10/2015,artificial sweetener
4626,24/12/2015,artificial sweetener
4288,25/09/2015,artificial sweetener
1454,13/01/2015,artificial sweetener
4708,14/04/2015,artificial sweetener
1729,28/08/2015,artificial sweetener
4594,23/06/2015,artificial sweetener
2856,21/08/2015,artificial sweetener
3719,03/09/2015,artificial sweetener
3356,12/01/2015,artificial sweetener
2440,19/06/2015,artificial sweetener
2582,14/11/2015,artificial sweetener
1883,05/11/2015,artificial sweetener
2044,16/12/2015,artificial sweetener
4655,21/03/2015,artificial sweetener
2779,27/12/2015,artificial sweetener
3557,24/05/2015,artificial sweetener
3260,08/07/2015,artificial sweetener
2723,03/11/2015,artificial sweetener
4411,17/04/2015,artificial sweetener
1307,22/06/2015,artificial sweetener
1377,06/02/2015,artificial sweetener
2157,14/07/2015,artificial sweetener
1465,26/06/2015,artificial sweetener
1214,10/01/2015,artificial sweetener
2453,28/08/2015,artificial sweetener
3312,29/07/2015,artificial sweetener
3609,11/07/2015,artificial sweetener
3986,26/05/2015,artificial sweetener
3938,31/07/2015,artificial sweetener
3663,04/01/2015,artificial sweetener
4157,04/01/2015,cucumber
2422,12/08/2015,cucumber
2380,09/10/2015,cucumber
4768,13/03/2015,cucumber
3084,19/04/2015,cucumber
3692,20/02/2015,cucumber
3600,26/11/2015,cucumber
2337,15/08/2015,cucumber
4744,20/01/2015,cucumber
2273,27/11/2015,cucumber
3053,25/12/2015,cucumber
1191,08/08/2015,cucumber
3519,28/01/2015,cucumber
1943,07/01/2015,cucumber
2188,28/07/2015,cucumber
3879,03/12/2015,cucumber
4213,23/08/2015,cucumber
1724,09/09/2015,cucumber
1450,08/07/2015,cucumber
1226,13/04/2015,quark
1144,15/10/2015,quark
1356,08/09/2015,quark
3596,19/01/2015,quark
3050,15/12/2015,quark
4556,17/08/2015,quark
1135,24/02/2015,quark
2633,10/07/2015,quark
1173,22/10/2015,quark
1656,13/08/2015,quark
4225,08/05/2015,quark
2467,04/02/2015,quark
2022,04/03/2015,quark
2257,05/02/2015,quark
1136,15/06/2015,quark
2119,11/06/2015,quark
4008,04/05/2015,quark
2243,31/01/2015,quark
1668,14/03/2015,quark
2974,26/12/2015,quark
3475,14/12/2015,quark
3633,29/12/2015,quark
3210,23/12/2015,quark
1087,14/08/2015,quark
1009,05/10/2015,quark
4548,28/07/2015,quark
4030,15/08/2015,quark
2524,21/10/2015,quark
2218,02/07/2015,quark
1286,08/03/2015,quark
4305,23/06/2015,quark
1632,29/05/2015,quark
2916,13/06/2015,quark
4532,29/11/2015,quark
4097,28/11/2015,quark
3845,19/09/2015,quark
2643,08/11/2015,quark
4410,05/10/2015,quark
4494,06/01/2015,toothbrush
2814,11/05/2015,toothbrush
1670,17/05/2015,toothbrush
3601,06/07/2015,toothbrush
3713,31/01/2015,toothbrush
2620,11/06/2015,toothbrush
2487,09/07/2015,toothbrush
4864,01/12/2015,toothbrush
2070,16/08/2015,toothbrush
1776,25/02/2015,toothbrush
4789,02/05/2015,toothbrush
4694,29/07/2015,toothbrush
4257,28/06/2015,toothbrush
3580,24/11/2015,toothbrush
2344,17/12/2015,toothbrush
2416,05/11/2015,toothbrush
1793,24/09/2015,toothbrush
2437,15/11/2015,toothbrush
2731,11/04/2015,toothbrush
2624,18/08/2015,toothbrush
4564,04/11/2015,toothbrush
4322,03/12/2015,toothbrush
1231,27/01/2015,toothbrush
2483,04/07/2015,toothbrush
1458,24/02/2015,toothbrush
2513,06/11/2015,toothbrush
2400,06/02/2015,toothbrush
2014,23/06/2015,toothbrush
2349,17/07/2015,toothbrush
1182,01/09/2015,toothbrush
4989,03/06/2015,toothbrush
4819,01/10/2015,toothbrush
3137,24/08/2015,toothbrush
4170,11/07/2015,toothbrush
3774,16/02/2015,toothbrush
1090,21/10/2015,toothbrush
4392,13/08/2015,toothbrush
4061,09/05/2015,toothbrush
2708,17/02/2015,toothbrush
1746,15/02/2015,toothbrush
4962,29/03/2015,toothbrush
4160,12/08/2015,toothbrush
2476,04/12/2015,toothbrush
3776,17/05/2015,toothbrush
2467,18/04/2015,toothbrush
2711,13/09/2015,toothbrush
2516,31/07/2015,toothbrush
4525,11/05/2015,lipstick
2794,16/09/2015,mascara
4855,01/05/2015,socks
3587,06/01/2015,socks
2599,22/11/2015,socks
3414,05/02/2015,socks
2542,08/03/2015,socks
1477,08/02/2015,socks
2780,11/10/2015,socks
4940,17/04/2015,socks
1021,22/10/2015,socks
3495,27/06/2015,underwear
2938,25/06/2015,underwear
3186,25/11/2015,paper
2880,03/11/2015,paper
3056,15/08/2015,paper
2879,23/07/2015,paper
4886,26/01/2015,paper
1595,05/10/2015,paper
2629,06/12/2015,paper
2676,07/04/2015,paper
3120,14/11/2015,paper
1107,03/01/2015,paper
3657,29/09/2015,paper
2780,03/09/2015,paper
3910,18/12/2015,paper
2741,28/09/2015,paper
3468,14/11/2015,paper
2754,02/05/2015,paper
1452,29/03/2015,paper
4223,15/06/2015,paper
2975,28/01/2015,paper
2472,17/01/2015,paper
1899,19/10/2015,konjak pasta
1793,21/09/2015,konjak pasta
4214,07/10/2015,konjak pasta
1312,09/02/2015,konjak pasta
3132,12/08/2015,konjak pasta
2249,29/05/2015,konjak pasta
3653,21/10/2015,konjak pasta
1808,04/02/2015,konjak pasta
3029,31/05/2015,konjak pasta
3048,06/06/2015,konjak pasta
2181,23/06/2015,male cosmetics
1765,11/03/2015,apple
4530,12/04/2015,apple
2292,25/03/2015,apple
2764,23/01/2015,apple
2675,10/09/2015,apple
2625,08/04/2015,apple
3273,15/03/2015,apple
2676,07/11/2015,apple
1892,30/09/2015,apple
4273,01/06/2015,apple
3264,05/04/2015,apple
2510,29/09/2015,apple
1865,03/12/2015,apple
4065,11/05/2015,apple
3677,21/04/2015,apple
3701,27/04/2015,apple
4293,30/09/2015,apple
1196,27/11/2015,apple
4262,16/10/2015,instant tea
2267,03/07/2015,instant tea
2914,30/11/2015,instant tea
2473,01/07/2015,instant tea
1117,24/05/2015,instant tea
4134,06/11/2015,instant tea
4118,24/12/2015,instant tea
2454,08/04/2015,instant tea
4778,15/01/2015,instant tea
2042,19/11/2015,instant tea
3102,04/12/2015,instant tea
1827,01/05/2015,instant tea
1839,03/09/2015,instant tea
2196,09/10/2015,instant tea
1120,08/06/2015,instant tea
4746,18/10/2015,instant tea
3120,09/08/2015,instant tea
1050,04/05/2015,instant tea
4890,14/09/2015,instant tea
3471,28/03/2015,instant tea
1144,01/04/2015,instant tea
4148,07/01/2015,instant tea
1767,18/04/2015,instant tea
3532,25/01/2015,instant tea
3500,18/01/2015,instant tea
4647,30/01/2015,instant tea
1278,07/11/2015,instant tea
2574,18/05/2015,instant tea
4877,28/02/2015,instant tea
1241,22/05/2015,instant tea
4161,03/05/2015,instant tea
2047,08/05/2015,instant tea
4223,03/10/2015,instant tea
2021,12/01/2015,instant tea
3522,23/09/2015,instant tea
4372,30/07/2015,instant tea
1128,05/07/2015,instant tea
3584,14/03/2015,instant tea
2406,10/03/2015,instant tea
3794,28/04/2015,instant tea
2736,17/07/2015,instant tea
1622,11/03/2015,instant tea
2235,20/01/2015,instant tea
1834,22/11/2015,instant tea
1351,26/02/2015,instant tea
1708,28/12/2015,instant tea
2707,07/03/2015,instant tea
4808,26/07/2015,instant tea
3432,25/02/2015,instant tea
3724,11/12/2015,instant tea
3339,13/04/2015,instant tea
1565,12/12/2015,instant tea
4934,17/03/2015,instant tea
4641,06/07/2015,instant tea
3881,07/04/2015,instant tea
2319,10/05/2015,instant tea
2586,26/10/2015,instant tea
4626,24/12/2015,instant tea
4288,25/09/2015,instant tea
1454,13/01/2015,instant tea
4708,14/04/2015,instant tea
1729,28/08/2015,instant tea
4594,23/06/2015,instant tea
2856,21/08/2015,instant tea
3719,03/09/2015,instant tea
3356,12/01/2015,instant tea
2440,19/06/2015,instant tea
2582,14/11/2015,instant tea
1883,05/11/2015,instant tea
2044,16/12/2015,instant tea
4655,21/03/2015,instant tea
2779,27/12/2015,instant tea
3557,24/05/2015,instant tea
3260,08/07/2015,instant tea
2723,03/11/2015,instant tea
4411,17/04/2015,instant tea
1307,22/06/2015,instant tea
1377,06/02/2015,instant tea
2157,14/07/2015,instant tea
1465,26/06/2015,instant tea
1214,10/01/2015,instant tea
2453,28/08/2015,instant tea
3312,29/07/2015,instant tea
3609,11/07/2015,instant tea
3986,26/05/2015,instant tea
3938,31/07/2015,instant tea
3663,04/01/2015,instant tea
1697,21/05/2015,misc. beverages
3915,21/05/2015,misc. beverages
2749,27/01/2015,misc. beverages
1074,24/06/2015,misc. beverages
1282,18/11/2015,misc. beverages
3067,27/11/2015,misc. beverages
3309,28/10/2015,misc. beverages
2061,05/04/2015,misc. beverages
4757,16/06/2015,misc. beverages
1573,21/01/2015,misc. beverages
1143,27/01/2015,misc. beverages
2540,16/02/2015,misc. beverages
2742,10/10/2015,misc. beverages
1477,16/05/2015,misc. beverages
2613,24/05/2015,misc. beverages
3025,16/06/2015,misc. beverages
1114,10/07/2015,misc. beverages
2272,31/01/2015,misc. beverages
1126,29/04/2015,misc. beverages
3489,01/09/2015,misc. beverages
1872,29/01/2015,misc. beverages
2436,24/11/2015,misc. beverages
4976,11/07/2015,misc. beverages
1324,27/12/2015,misc. beverages
2618,03/12/2015,misc. beverages
1793,04/12/2015,misc. beverages
2687,14/09/2015,mustard
1874,08/06/2015,mustard
3069,09/04/2015,mustard
2086,02/06/2015,napkins
1742,05/07/2015,napkins
2151,29/09/2015,napkins
1283,06/03/2015,napkins
4519,03/11/2015,napkins
1941,16/09/2015,napkins
3096,22/08/2015,napkins
4874,23/12/2015,napkins
1473,02/10/2015,napkins
3154,10/04/2015,napkins
2517,22/03/2015,napkins
3564,27/06/2015,newspapers
2397,04/10/2015,newspapers
3467,24/12/2015,newspapers
1760,23/01/2015,newspapers
2055,04/02/2015,newspapers
2092,06/11/2015,newspapers
1330,10/07/2015,newspapers
2156,15/05/2015,newspapers
3111,15/10/2015,newspapers
4068,19/11/2015,newspapers
3294,03/07/2015,newspapers
3831,07/03/2015,newspapers
3474,25/02/2015,newspapers
4836,03/07/2015,newspapers
4222,20/08/2015,newspapers
1696,01/03/2015,newspapers
2348,08/09/2015,newspapers
3523,26/04/2015,newspapers
2814,17/07/2015,newspapers
1126,17/05/2015,newspapers
4698,25/10/2015,newspapers
4255,15/08/2015,newspapers
2148,19/07/2015,newspapers
4919,12/03/2015,newspapers
1116,08/10/2015,newspapers
2056,24/11/2015,newspapers
2063,10/09/2015,newspapers
3012,03/05/2015,nuts/prunes
4110,06/02/2015,nuts/prunes
3747,24/02/2015,nuts/prunes
3732,18/07/2015,nuts/prunes
1719,17/09/2015,nuts/prunes
2495,28/07/2015,nuts/prunes
3379,21/01/2015,gel
2074,23/01/2015,gel
1708,02/04/2015,gel
2431,29/06/2015,gel
4102,13/05/2015,gel
3319,03/03/2015,gel
1178,23/03/2015,gel
3078,01/09/2015,gel
2811,11/02/2015,gel
4742,05/04/2015,gel
1292,05/07/2015,gel
4585,16/07/2015,gel
2039,22/09/2015,gel
3592,14/12/2015,gel
2865,14/05/2015,gel
2883,16/04/2015,gel
2447,28/12/2015,gel
2816,22/08/2015,gel
3944,03/01/2015,gel
2435,17/07/2015,gel
3526,26/08/2015,gel
2485,17/02/2015,gel
1488,28/11/2015,gel
1632,15/12/2015,gel
2140,28/09/2015,gel
2622,07/03/2015,gel
2315,02/05/2015,gel
4092,14/06/2015,gel
2501,09/09/2015,gel
3023,06/05/2015,gel
3353,06/03/2015,gel
1551,11/05/2015,gel
4487,20/07/2015,gel
4632,09/03/2015,gel
2500,05/01/2015,gel
4593,18/08/2015,gel
1889,20/02/2015,gel
2393,17/04/2015,gel
2532,06/07/2015,gel
2872,19/09/2015,gel
2958,27/01/2015,gel
4470,23/12/2015,gel
1335,13/09/2015,gel
2408,19/05/2015,gel
3752,08/02/2015,gel
2144,05/01/2015,gel
4833,10/03/2015,gel
4697,11/09/2015,gel
3513,29/05/2015,gel
1870,05/09/2015,gel
2407,10/03/2015,gel
1750,08/02/2015,gel
1845,28/05/2015,gel
2814,21/10/2015,gel
2493,07/08/2015,gel
3287,02/02/2015,gel
1438,26/02/2015,gel
3511,15/11/2015,other vegetables
2301,24/12/2015,other vegetables
1847,14/02/2015,other vegetables
4645,29/12/2015,other vegetables
2037,19/04/2015,other vegetables
2948,19/06/2015,other vegetables
1187,12/12/2015,other vegetables
4501,08/05/2015,other vegetables
1905,07/07/2015,other vegetables
1420,14/01/2015,other vegetables
1967,20/01/2015,other vegetables
1587,01/07/2015,other vegetables
3169,14/06/2015,other vegetables
3987,19/08/2015,other vegetables
4747,08/06/2015,other vegetables
1313,25/12/2015,other vegetables
2359,09/04/2015,other vegetables
2219,17/04/2015,other vegetables
1752,06/04/2015,other vegetables
3942,10/11/2015,other vegetables
2764,24/07/2015,other vegetables
4475,03/04/2015,other vegetables
1346,03/04/2015,other vegetables
1367,05/08/2015,other vegetables
3897,23/08/2015,other vegetables
3700,19/04/2015,other vegetables
4212,01/05/2015,other vegetables
2622,01/10/2015,other vegetables
3507,12/08/2015,other vegetables
1652,17/03/2015,other vegetables
1580,05/12/2015,other vegetables
4095,01/11/2015,other vegetables
2227,07/06/2015,other vegetables
4489,04/03/2015,other vegetables
3635,10/03/2015,other vegetables
1422,21/08/2015,other vegetables
4728,06/09/2015,other vegetables
4415,27/01/2015,other vegetables
4273,14/06/2015,other vegetables
2690,01/04/2015,other vegetables
4032,10/08/2015,other vegetables
4959,30/06/2015,other vegetables
3899,23/03/2015,other vegetables
1509,30/12/2015,other vegetables
3797,10/08/2015,other vegetables
4697,09/01/2015,other vegetables
2640,22/04/2015,other vegetables
2087,22/02/2015,other vegetables
1136,29/10/2015,other vegetables
3297,21/05/2015,other vegetables
1365,20/05/2015,other vegetables
4945,02/08/2015,other vegetables
4818,20/03/2015,other vegetables
1574,18/04/2015,other vegetables
1337,25/12/2015,other vegetables
2846,23/09/2015,other vegetables
2854,08/02/2015,other vegetables
3168,20/03/2015,other vegetables
2832,02/11/2015,other vegetables
2194,11/01/2015,other vegetables
2175,06/03/2015,other vegetables
2699,18/04/2015,other vegetables
2221,16/12/2015,other vegetables
3469,09/02/2015,other vegetables
1872,24/08/2015,other vegetables
4419,23/12/2015,other vegetables
1416,20/06/2015,other vegetables
3068,19/06/2015,other vegetables
2549,13/05/2015,other vegetables
2492,18/06/2015,other vegetables
1570,20/03/2015,other vegetables
3532,26/05/2015,other vegetables
2537,14/10/2015,other vegetables
3568,17/10/2015,other vegetables
4434,23/02/2015,other vegetables
1164,01/02/2015,other vegetables
3041,10/07/2015,other vegetables
1269,30/09/2015,other vegetables
2760,12/07/2015,other vegetables
1150,04/12/2015,other vegetables
3949,01/04/2015,other vegetables
1771,20/03/2015,other vegetables
4738,15/08/2015,other vegetables
2845,01/10/2015,other vegetables
1375,11/10/2015,other vegetables
2719,10/04/2015,other vegetables
4025,27/04/2015,other vegetables
1625,08/10/2015,other vegetables
2340,02/03/2015,other vegetables
1665,29/11/2015,other vegetables
1843,06/12/2015,other vegetables
3230,14/01/2015,other vegetables
2312,15/05/2015,other vegetables
4975,23/04/2015,other vegetables
4398,09/11/2015,other vegetables
2511,08/07/2015,other vegetables
2448,08/06/2015,other vegetables
2035,23/12/2015,other vegetables
2465,27/12/2015,other vegetables
1290,24/04/2015,other vegetables
2186,01/07/2015,other vegetables
4433,25/05/2015,other vegetables
2229,25/10/2015,other vegetables
2051,23/07/2015,other vegetables
2271,04/08/2015,other vegetables
1278,09/12/2015,other vegetables
3245,17/05/2015,other vegetables
3353,14/08/2015,other vegetables
3542,11/07/2015,other vegetables
1783,05/01/2015,other vegetables
3764,01/08/2015,other vegetables
1553,21/07/2015,other vegetables
1275,16/07/2015,other vegetables
2585,13/02/2015,other vegetables
1609,03/05/2015,other vegetables
1865,02/08/2015,other vegetables
2633,27/11/2015,other vegetables
2876,30/10/2015,other vegetables
4320,13/01/2015,other vegetables
1218,13/06/2015,other vegetables
4668,01/02/2015,other vegetables
1115,22/01/2015,other vegetables
4646,31/07/2015,other vegetables
4643,12/03/2015,other vegetables
3318,21/07/2015,other vegetables
1038,10/04/2015,other vegetables
3998,23/01/2015,other vegetables
4861,13/09/2015,other vegetables
1086,17/11/2015,other vegetables
2741,17/02/2015,other vegetables
3603,30/01/2015,other vegetables
1062,18/09/2015,other vegetables
3165,15/06/2015,other vegetables
4302,05/11/2015,other vegetables
3679,30/08/2015,other vegetables
3907,25/10/2015,other vegetables
2840,27/05/2015,other vegetables
1081,06/03/2015,other vegetables
4579,29/10/2015,other vegetables
4487,22/01/2015,other vegetables
2392,23/03/2015,other vegetables
4585,01/05/2015,other vegetables
4958,11/07/2015,other vegetables
2211,29/11/2015,other vegetables
3715,06/04/2015,other vegetables
1361,06/07/2015,other vegetables
3160,06/05/2015,other vegetables
1379,07/07/2015,other vegetables
3145,16/11/2015,other vegetables
2570,19/03/2015,other vegetables
1432,04/08/2015,other vegetables
2855,09/09/2015,other vegetables
3450,27/04/2015,other vegetables
3842,14/10/2015,other vegetables
4048,08/05/2015,other vegetables
1976,14/10/2015,other vegetables
1031,15/10/2015,other vegetables
1936,20/05/2015,other vegetables
4316,11/01/2015,other vegetables
2625,18/11/2015,other vegetables
1894,03/10/2015,other vegetables
4240,28/06/2015,other vegetables
2226,17/02/2015,other vegetables
1726,26/12/2015,other vegetables
4364,24/12/2015,other vegetables
4923,19/04/2015,other vegetables
4756,29/03/2015,other vegetables
1726,02/11/2015,other vegetables
2244,29/03/2015,other vegetables
2977,14/04/2015,other vegetables
2119,24/09/2015,other vegetables
2372,03/09/2015,other vegetables
3441,12/04/2015,other vegetables
2796,17/10/2015,other vegetables
3818,13/05/2015,other vegetables
3075,15/10/2015,other vegetables
2738,25/07/2015,other vegetables
1950,14/06/2015,other vegetables
1381,06/03/2015,other vegetables
4303,23/08/2015,other vegetables
2469,23/03/2015,other vegetables
2750,14/09/2015,other vegetables
1721,15/10/2015,other vegetables
3650,17/07/2015,other vegetables
2318,16/01/2015,other vegetables
3138,19/04/2015,other vegetables
1178,19/04/2015,other vegetables
4104,27/07/2015,other vegetables
1698,26/06/2015,other vegetables
1127,15/10/2015,other vegetables
4153,05/02/2015,other vegetables
3455,13/09/2015,other vegetables
2930,23/03/2015,other vegetables
3055,18/08/2015,other vegetables
3042,05/10/2015,other vegetables
4892,09/01/2015,other vegetables
3497,14/06/2015,other vegetables
4191,28/04/2015,other vegetables
4361,27/01/2015,other vegetables
2712,11/09/2015,other vegetables
1679,24/06/2015,other vegetables
4286,06/06/2015,other vegetables
4593,07/04/2015,other vegetables
1379,01/07/2015,other vegetables
3738,15/07/2015,other vegetables
2290,10/09/2015,other vegetables
2873,03/09/2015,other vegetables
3652,18/09/2015,other vegetables
1341,16/09/2015,other vegetables
2265,29/07/2015,other vegetables
1854,26/07/2015,other vegetables
4611,08/03/2015,other vegetables
4537,20/12/2015,other vegetables
4526,18/01/2015,other vegetables
2055,08/11/2015,other vegetables
2553,21/06/2015,other vegetables
2580,17/11/2015,other vegetables
3050,20/10/2015,other vegetables
3579,30/12/2015,other vegetables
4501,15/06/2015,other vegetables
4028,08/07/2015,other vegetables
3876,03/10/2015,other vegetables
2129,11/08/2015,other vegetables
3595,15/10/2015,other vegetables
1004,02/12/2015,other vegetables
2485,18/05/2015,other vegetables
1636,04/05/2015,other vegetables
1974,03/05/2015,cabbage
1326,19/06/2015,cabbage
1095,30/10/2015,cabbage
1661,01/06/2015,cabbage
2013,30/08/2015,cabbage
1922,22/09/2015,cabbage
3748,13/10/2015,cabbage
4852,21/08/2015,cabbage
2590,25/06/2015,cabbage
1578,23/06/2015,cabbage
1858,25/04/2015,cabbage
4441,17/06/2015,cabbage
3156,02/08/2015,cabbage
4134,05/05/2015,cabbage
2254,21/01/2015,cabbage
4044,26/08/2015,cabbage
1625,27/11/2015,cabbage
4699,08/02/2015,kimchi
3967,30/05/2015,kimchi
2117,02/05/2015,kimchi
3483,22/11/2015,kimchi
1303,08/09/2015,kimchi
3404,24/03/2015,kimchi
1475,28/03/2015,kimchi
2657,01/04/2015,kimchi
2900,11/04/2015,konjak rice
1120,26/09/2015,konjak rice
4591,15/05/2015,konjak rice
2598,11/11/2015,konjak rice
4819,04/03/2015,konjak rice
4230,05/11/2015,konjak rice
4019,05/02/2015,konjak rice
4452,17/06/2015,konjak rice
1332,30/04/2015,konjak rice
4460,28/05/2015,konjak rice
3677,29/07/2015,konjak rice
2399,21/01/2015,konjak rice
4182,21/08/2015,konjak rice
4474,10/11/2015,konjak rice
4498,07/04/2015,konjak rice
3790,04/08/2015,konjak rice
1220,08/09/2015,konjak rice
4116,01/05/2015,konjak rice
4308,05/12/2015,konjak rice
1979,21/11/2015,konjak rice
1518,07/09/2015,konjak rice
3365,06/01/2015,konjak rice
3528,18/08/2015,konjak rice
1206,15/05/2015,konjak rice
1737,09/05/2015,konjak rice
1534,13/08/2015,konjak rice
1819,11/11/2015,konjak rice
1767,24/10/2015,konjak rice
3548,19/03/2015,konjak rice
4305,24/07/2015,konjak rice
4745,24/12/2015,konjak rice
1442,25/07/2015,konjak rice
1009,23/09/2015,konjak rice
1486,20/08/2015,konjak rice
2861,02/12/2015,konjak rice
2329,15/07/2015,konjak rice
3635,13/12/2015,konjak rice
2916,19/04/2015,konjak rice
4839,03/06/2015,konjak rice
2789,06/02/2015,konjak rice
1959,09/07/2015,konjak rice
4606,30/03/2015,konjak rice
2193,07/01/2015,konjak rice
3221,29/06/2015,konjak rice
3468,08/07/2015,konjak rice
2256,21/08/2015,konjak rice
3708,03/09/2015,konjak rice
1899,24/10/2015,konjak rice
4397,03/04/2015,konjak rice
2816,19/06/2015,konjak rice
4662,19/10/2015,konjak rice
1390,02/03/2015,konjak rice
3394,15/06/2015,konjak rice
4875,22/08/2015,konjak rice
3471,29/05/2015,konjak rice
4503,26/11/2015,konjak rice
2777,24/05/2015,konjak rice
2176,04/02/2015,konjak rice
2359,21/04/2015,konjak rice
3778,01/10/2015,konjak rice
1355,25/02/2015,konjak rice
3571,11/12/2015,hair care
3497,24/11/2015,hair care
2600,16/12/2015,hair care
3748,05/03/2015,hair care
3415,27/05/2015,hair care
2229,31/01/2015,hair care
1336,10/03/2015,hair care
2534,09/08/2015,hair care
4240,28/10/2015,hair care
1866,08/11/2015,hair care
2091,19/10/2015,hair care
4651,21/06/2015,photo/film
2840,27/01/2015,photo/film
1225,20/05/2015,photo/film
2937,17/06/2015,photo/film
1928,17/09/2015,photo/film
3758,04/09/2015,photo/film
4656,25/12/2015,photo/film
3516,13/12/2015,photo/film
2055,07/07/2015,photo/film
1092,03/07/2015,photo/film
3575,20/01/2015,photo/film
1054,21/10/2015,photo/film
1228,23/02/2015,photo/film
2051,02/01/2015,photo/film
1140,01/05/2015,photo/film
1277,07/06/2015,photo/film
3405,03/04/2015,photo/film
2338,08/12/2015,photo/film
1547,18/04/2015,cabbage
3296,27/06/2015,cabbage
4153,27/05/2015,cabbage
3829,10/07/2015,cabbage
2300,19/09/2015,cabbage
2912,28/01/2015,cabbage
2813,16/11/2015,cabbage
3252,28/06/2015,cabbage
2066,21/05/2015,cabbage
4338,25/01/2015,cabbage
3593,03/11/2015,cabbage
4601,04/01/2015,cabbage
4864,14/11/2015,cabbage
1752,19/04/2015,cabbage
4499,23/08/2015,cabbage
1672,05/02/2015,cabbage
2517,04/07/2015,cabbage
1384,09/08/2015,cabbage
3463,13/06/2015,cabbage
4147,16/09/2015,cabbage
4825,05/09/2015,cabbage
1857,10/08/2015,cabbage
4822,04/07/2015,cabbage
4310,27/02/2015,cabbage
1075,29/01/2015,cabbage
2922,26/12/2015,cabbage
3357,08/06/2015,cabbage
3327,04/05/2015,cabbage
3540,05/03/2015,cabbage
4610,19/07/2015,cabbage
3574,08/05/2015,cabbage
4102,08/04/2015,cabbage
1380,13/05/2015,cabbage
3723,14/03/2015,cabbage
3039,28/11/2015,cabbage
4136,11/08/2015,cabbage
2549,14/06/2015,cabbage
1746,08/08/2015,cabbage
2351,06/01/2015,cabbage
2612,01/02/2015,cabbage
1056,13/09/2015,cabbage
1864,30/06/2015,cabbage
4225,01/05/2015,cabbage
4938,29/03/2015,cabbage
2775,06/08/2015,cabbage
1916,16/11/2015,cabbage
1486,11/02/2015,cabbage
3373,24/12/2015,cabbage
1385,19/11/2015,cabbage
3050,11/03/2015,cabbage
2142,25/06/2015,cabbage
2622,17/07/2015,cabbage
1780,12/07/2015,cabbage
4583,23/02/2015,cabbage
2344,14/04/2015,cabbage
3483,28/10/2015,cabbage
2391,03/01/2015,cabbage
2496,02/12/2015,cabbage
2060,26/07/2015,cabbage
4556,10/01/2015,cabbage
1508,10/03/2015,cabbage
3061,05/12/2015,cabbage
4704,19/08/2015,cabbage
2325,16/04/2015,cabbage
4798,21/11/2015,cabbage
3877,17/09/2015,cabbage
3139,26/02/2015,cabbage
1185,24/08/2015,cabbage
1096,28/07/2015,cabbage
3515,21/04/2015,cabbage
4158,26/12/2015,cabbage
1535,03/07/2015,cabbage
4338,11/10/2015,cabbage
3661,25/07/2015,cabbage
1822,03/03/2015,cabbage
4820,01/05/2015,cabbage
4306,28/12/2015,cabbage
4843,02/03/2015,cabbage
4610,19/04/2015,cabbage
4688,03/08/2015,cabbage
3906,16/06/2015,cabbage
4835,28/10/2015,cabbage
3467,27/11/2015,cabbage
4036,26/05/2015,cabbage
1417,13/07/2015,cabbage
3864,12/12/2015,cabbage
1861,19/05/2015,cabbage
3640,26/01/2015,cabbage
1140,26/06/2015,cabbage
3166,15/01/2015,cabbage
3202,14/11/2015,cabbage
2065,22/01/2015,cabbage
1010,31/07/2015,cabbage
1160,20/11/2015,cabbage
1038,23/04/2015,cabbage
2992,09/11/2015,cabbage
1422,04/10/2015,cabbage
4733,19/01/2015,cabbage
2639,12/11/2015,cabbage
4187,14/09/2015,cabbage
1819,25/06/2015,cabbage
2800,02/10/2015,cabbage
4030,22/12/2015,cabbage
3646,31/01/2015,cabbage
2874,09/09/2015,cabbage
3031,18/12/2015,cabbage
2877,10/04/2015,cabbage
2095,06/04/2015,cabbage
1296,06/11/2015,cabbage
3959,27/05/2015,cabbage
3165,27/11/2015,cabbage
4185,16/01/2015,cabbage
3504,06/07/2015,cabbage
2494,05/05/2015,cabbage
3207,08/08/2015,cabbage
1682,25/06/2015,cabbage
4967,06/08/2015,cabbage
1784,26/05/2015,cabbage
2888,20/12/2015,cabbage
1604,04/11/2015,cabbage
1482,21/02/2015,cabbage
4614,07/06/2015,cabbage
1921,25/10/2015,cabbage
1346,08/05/2015,cabbage
1841,10/05/2015,cabbage
4563,27/06/2015,cabbage
2072,19/02/2015,cabbage
2600,12/05/2015,cabbage
3973,02/09/2015,cabbage
1073,08/06/2015,cabbage
2356,02/02/2015,cabbage
3535,01/09/2015,cabbage
3600,30/07/2015,cabbage
1733,23/06/2015,cabbage
4914,14/03/2015,cabbage
3486,23/12/2015,cabbage
4579,09/01/2015,cabbage
1641,27/05/2015,cabbage
4220,21/11/2015,cabbage
3807,26/10/2015,cabbage
4967,23/09/2015,cabbage
3732,26/01/2015,cabbage
3086,02/01/2015,cabbage
3497,24/09/2015,cabbage
3529,05/03/2015,cabbage
2669,24/09/2015,cabbage
2017,14/02/2015,cabbage
2184,30/06/2015,cabbage
1125,19/11/2015,cabbage
